Action,Element,Parent,Element Type,Weighting,Attribute,Attribute Type,Attribute Value,Filter
Add,ABGCC-067,AB Centre Groups,C,0,,,,
Add,MISG0896,ABGCC-067,C,1,,,,
Add,MIRB0866,ABGCC-067,C,1,,,,
Add,MISG1110,ABGCC-067,C,1,,,,
Add,MISG1104,ABGCC-067,C,1,,,,
Add,MISG1106,ABGCC-067,C,1,,,,
Add,MISG1097,ABGCC-067,C,1,,,,
Add,MISG1115,ABGCC-067,C,1,,,,
Add,MISG1481,ABGCC-067,C,1,,,,
,,,,,,,,
Add,MIRB7136,ABGCC-026,C,1,,,,
,,,,,,,,
Attribute,ABGCC-006,,,,Code & Description,A,ABGCC-006 - BB exc HO,
Attribute,ABGCC-022,,,,Code & Description,A,ABGCC-022 - SGB Commercial Distribution,
Attribute,ABGCC-026,,,,Code & Description,A,ABGCC-026 - WBC Business Product,
Attribute,ABGCC-003,,,,Code & Description,A,ABGCC-003 - Product Groups,
,,,,,,,,
,,,,,,,,
Attribute,ABGCC-013,,,,Code & Description,A,ABGCC-013 - EF&CI,
Attribute,ABGCC-014,,,,Code & Description,A,ABGCC-014 - Head Office and Support,
Attribute,ABGCC-023,,,,Code & Description,A,ABGCC-023 - Trade and Cashflow,
,,,,,,,,
Attribute,ABGCC-015,,,,Code & Description,A,ABGCC-015 - Merchants,
Attribute,ABGCC-016,,,,Code & Description,A,ABGCC-016 - Merchants SGB,
Attribute,ABGCC-017,,,,Code & Description,A,ABGCC-017 - Merchants WBC,
Attribute,ABGCC-018,,,,Code & Description,A,ABGCC-018 - Personal Loans,
Attribute,ABGCC-019,,,,Code & Description,A,ABGCC-019 - Personal Loans SGB,
Attribute,ABGCC-020,,,,Code & Description,A,ABGCC-020 - Personal Loans WBC,
,,,,,,,,
Attribute,ABGCC-001,,,,Code & Description,A,ABGCC-001 - Business exc DFB,
Attribute,ABGCC-002,,,,Code & Description,A,ABGCC-002 - Consumer exc DFB,
Attribute,ABGCC-007,,,,Code & Description,A,ABGCC-007 - Cards,
Attribute,ABGCC-008,,,,Code & Description,A,ABGCC-008 - Cards SGB,
Attribute,ABGCC-009,,,,Code & Description,A,ABGCC-009 - Cards WBC,
Attribute,ABGCC-010,,,,Code & Description,A,ABGCC-010 - Deposits,
Attribute,ABGCC-011,,,,Code & Description,A,ABGCC-011 - Deposits SBG,
Attribute,ABGCC-012,,,,Code & Description,A,ABGCC-012 - Deposits WBC,
Attribute,ABGCC-021,,,,Code & Description,A,ABGCC-021 - SGB Business Product,
Attribute,MI888300,,,,Code & Description,A,MI888300 - Consumer Marketing,
Attribute,MIRB1109,,,,Code & Description,A,MIRB1109 - Chief Operations Office,
,,,,,,,,
Attribute,ABGCC-024,,,,Code & Description,A,ABGCC-024 - Total SGB Product,
Attribute,ABGCC-025,,,,Code & Description,A,ABGCC-025 - Total WBC Product,
Attribute,ABGCC-029,,,,Code & Description,A,ABGCC-029 - Auto Finance ,
Attribute,ABGCC-032,,,,Code & Description,A,ABGCC-032 - Business Banking exc Private,
Attribute,ABGCC-034,,,,Code & Description,A,ABGCC-034 - Business Banking ex DFB,
,,,,,,,,
Attribute,ABGCC-042,,,,Code & Description,A,ABGCC-042 - Consumer WBC Brand,
Attribute,ABGCC-043,,,,Code & Description,A,ABGCC-043 - Consumer RRB Brand,
Attribute,ABGCC-044,,,,Code & Description,A,ABGCC-044 - Total WBC Brand,
Attribute,ABGCC-045,,,,Code & Description,A,ABGCC-045 - Total RRB Brand,
,,,,,,,,
Attribute,ABGCC-046,,,,Code & Description,A,ABGCC-046 - Westpac Consumer,
Attribute,ABGCC-047,,,,Code & Description,A,ABGCC-047 - Westpac SME,
Attribute,ABGCC-048,,,,Code & Description,A,ABGCC-048 - RRB SME,
Attribute,ABGCC-049,,,,Code & Description,A,ABGCC-049 - Westpac Commercial,
Attribute,ABGCC-050,,,,Code & Description,A,ABGCC-050 - RRB Commercial,
Attribute,ABGCC-051,,,,Code & Description,A,ABGCC-051 - Commercial Transactional Banking ,
,,,,,,,,
Attribute,ABGCC-052,,,,Code & Description,A,ABGCC-052 - Banking Protect Investments,
Attribute,ABGCC-053,,,,Code & Description,A,ABGCC-053 - Banking Transform Investments,
Attribute,ABGCC-054,,,,Code & Description,A,ABGCC-054 - Banking Other Investments,
Attribute,ABGCC-055,,,,Code & Description,A,ABGCC-055 - Wealth Protect Investments,
Attribute,ABGCC-056,,,,Code & Description,A,ABGCC-056 - Wealth Transform Investments,
Attribute,ABGCC-057,,,,Code & Description,A,ABGCC-057 - Wealth Other Reg and Compliance,
Attribute,ABGCC-058,,,,Code & Description,A,ABGCC-058 - Wealth Other Investments,Wealth Other Investments
Attribute,ABGCC-059,,,,Code & Description,A,ABGCC-059 - Commercial EF WEF 1st,Commercial EF WEF 1st
Attribute,ABGCC-060,,,,Code & Description,A,ABGCC-060 - Commercial EF WEF 3rd,Commercial EF WEF 3rd
Attribute,ABGCC-061,,,,Code & Description,A,ABGCC-061 - Commercial EF SME,Commercial EF SME
Attribute,ABGCC-062,,,,Code & Description,A,ABGCC-062 - Commercial EF SGB 1st,Commercial EF SGB 1st
Attribute,ABGCC-063,,,,Code & Description,A,ABGCC-063 - Commercial EF SGB 3rd,Commercial EF SGB 3rd
Attribute,ABGCC-064,,,,Code & Description,A,ABGCC-064 - Commercial TIF WBC Trade,Commercial TIF WBC Trade
Attribute,ABGCC-065,,,,Code & Description,A,ABGCC-065 - Commercial TIF SGB Trade,Commercial TIF SGB Trade
Attribute,ABGCC-066,,,,Code & Description,A,ABGCC-066 - Commercial TIF WBC Invoice,Commercial TIF WBC Invoice
Attribute,ABGCC-067,,,,Code & Description,A,ABGCC-067 - Commercial TIF SGB Invoice,Commercial TIF SGB Invoice
Attribute,ABGCC-074,,,,Code & Description,A,ABGCC-074 - AB -Specialist Business,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Attribute,ABGCC-001,,,,Label,A,Business exc DFB,
Attribute,ABGCC-002,,,,Label,A,Consumer exc DFB,
Attribute,ABGCC-003,,,,Label,A,Product Groups,
Attribute,ABGCC-006,,,,Label,A,BB exc HO,
Attribute,ABGCC-007,,,,Label,A,Cards,
Attribute,ABGCC-010,,,,Label,A,Deposits,
Attribute,ABGCC-015,,,,Label,A,Merchants,
Attribute,ABGCC-018,,,,Label,A,Personal Loans_,
,,,,,,,,
Attribute,ABGCC-008,,,,Label,A,Cards SGB,
Attribute,ABGCC-009,,,,Label,A,Cards WBC,
Attribute,ABGCC-011,,,,Label,A,Deposits SBG,
Attribute,ABGCC-012,,,,Label,A,Deposits WBC,
Attribute,ABGCC-016,,,,Label,A,Merchants SGB,
Attribute,ABGCC-017,,,,Label,A,Merchants WBC,
Attribute,ABGCC-019,,,,Label,A,Personal Loans SGB,
Attribute,ABGCC-020,,,,Label,A,Personal Loans WBC,
Attribute,ABGCC-022,,,,Label,A,SGB Commercial Distribution,
,,,,,,,,
Attribute,ABGCC-026,,,,Label,A,WBC Business Product,
,,,,,,,,
Attribute,ABGCC-013,,,,Label,A,EF&CI,
Attribute,ABGCC-014,,,,Label,A,Head Office and Support,
Attribute,ABGCC-023,,,,Label,A,Trade and Cashflow,
Attribute,ABGCC-021,,,,Label,A,SGB  Business Product,
,,,,,,,,
Attribute,ABGCC-024,,,,Label,A,Total SGB Product,
Attribute,ABGCC-025,,,,Label,A,Total WBC Product,
,,,,,,,,
,,,,,,,,
Attribute,AB Centre View,,,,Label,A,Australian Banking Centre,
,,,,,,,,
Attribute,ABGCC-029,,,,Label,A,Auto Finance ,
Attribute,ABGCC-032,,,,Label,A,Business Banking exc Private,
Attribute,ABGCC-034,,,,Label,A,Business Banking ex DFB,
Attribute,ABGCC-042,,,,Label,A,Consumer WBC Brand,
Attribute,ABGCC-043,,,,Label,A,Consumer RRB Brand,
Attribute,ABGCC-044,,,,Label,A,Total WBC Brand,
Attribute,ABGCC-045,,,,Label,A,Total RRB Brand,
Attribute,ABGCC-046,,,,Label,A,Westpac Consumer ,
Attribute,ABGCC-047,,,,Label,A,Westpac SME,
Attribute,ABGCC-048,,,,Label,A,RRB SME,
Attribute,ABGCC-049,,,,Label,A,Westpac Commercial,
Attribute,ABGCC-050,,,,Label,A,RRB Commercial,
Attribute,ABGCC-051,,,,Label,A,Commercial Transactional Banking ,
,,,,,,,,
Attribute,ABGCC-052,,,,Label,A,Banking Protect Investments,
Attribute,ABGCC-053,,,,Label,A,Banking Transform Investments,
Attribute,ABGCC-054,,,,Label,A,Banking Other Investments,
Attribute,ABGCC-055,,,,Label,A,Wealth Protect Investments,
Attribute,ABGCC-056,,,,Label,A,Wealth Transform Investments,
Attribute,ABGCC-057,,,,Label,A,Wealth Other Reg and Compliance,
Attribute,ABGCC-058,,,,Label,A,Wealth Other Investments,
,,,,,,,,
Attribute,ABGCC-059,,,,Label,A,Commercial EF WEF 1st,
Attribute,ABGCC-060,,,,Label,A,Commercial EF WEF 3rd,
Attribute,ABGCC-061,,,,Label,A,Commercial EF SME,
Attribute,ABGCC-062,,,,Label,A,Commercial EF SGB 1st,
Attribute,ABGCC-063,,,,Label,A,Commercial EF SGB 3rd,
Attribute,ABGCC-064,,,,Label,A,Commercial TIF WBC Trade,
Attribute,ABGCC-065,,,,Label,A,Commercial TIF SGB Trade,
Attribute,ABGCC-066,,,,Label,A,Commercial TIF WBC Invoice,
Attribute,ABGCC-067,,,,Label,A,Commercial TIF SGB Invoice,
Attribute,ABGCC-074 ,,,,Label,A,AB - Specialist Business,
Attribute,ABGCC-068,,,,Label,A,Microbusiness,
Attribute,ABGCC-069,,,,Label,A,SME NSW/ACT,
Attribute,ABGCC-085,,,,Label,A,Customer Engagement,
Attribute,ABGCC-070,,,,Label,A,SME VIC/TAS,
Attribute,ABGCC-071,,,,Label,A,QLD SME & CML,
Attribute,ABGCC-072,,,,Label,A,WA SME & CML,
Attribute,ABGCC-073,,,,Label,A,SA/NT SME & CML,
Attribute,ABGCC-075,,,,Label,A,CML NSW/ACT,
Attribute,ABGCC-076,,,,Label,A,CML VIC/TAS,
Attribute,ABGCC-077,,,,Label,A,Agribusiness,
Attribute,ABGCC-078,,,,Label,A,Property Finance,
Attribute,ABGCC-079,,,,Label,A,Specialised Lending & Transactional Banking,
Attribute,ABGCC-080,,,,Label,A,Customer Management Group & Portfolio Management,
Attribute,ABGCC-081,,,,Label,A,Operations & Effectiveness,
Attribute,ABGCC-082,,,,Label,A,Business Controls & Monitoring,
Attribute,ABGCC-083,,,,Label,A,Customer Engagement Head Office,
Attribute,ABGCC-084,,,,Label,A,CE Projects,
,,,,,,,,
Attribute,ABGCC-086,,,,Label,A,Private Wealth North,
Attribute,ABGCC-087,,,,Label,A,Private Wealth South,
Attribute,ABGCC-088,,,,Label,A,Private Wealth excl. Wealth Product Centres,
,,,,,,,,
Attribute,ABGCC-089,,,,Label,A,Cash Management AB Grouping,
Attribute,ABGCC-090,,,,Label,A,Merchant Payments AB Grouping,
Attribute,ABGCC-091,,,,Label,A,Everyday Business Banking AB Grouping,
,,,,,,,,
Attribute,ABGCC-092,,,,Label,A,Business Lending LOB_,
Attribute,ABGCC-093,,,,Label,A,Portfolio & Pricing_,
